"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.309,0.318181818181818
"PE_vs_NP","Baseline",303,0.31,0.318181818181818
"PE_vs_NP","Baseline",303,0.311,0.318181818181818
"PE_vs_NP","Baseline",303,0.312,0.318181818181818
"PE_vs_NP","Baseline",303,0.313,0.318181818181818
"PE_vs_NP","Baseline",303,0.314,0.318181818181818
"PE_vs_NP","Baseline",303,0.315,0.318181818181818
"PE_vs_NP","Baseline",303,0.316,0.318181818181818
"PE_vs_NP","Baseline",303,0.317,0.318181818181818
"PE_vs_NP","Baseline",303,0.318,0.318181818181818
"PE_vs_NP","Baseline",303,0.319,0.318181818181818
"PE_vs_NP","Baseline",303,0.32,0.318181818181818
"PE_vs_NP","Baseline",303,0.321,0.318181818181818
"PE_vs_NP","Baseline",303,0.322,0.318181818181818
"PE_vs_NP","Baseline",303,0.323,0.318181818181818
"PE_vs_NP","Baseline",303,0.324,0.318181818181818
"PE_vs_NP","Baseline",303,0.325,0.318181818181818
"PE_vs_NP","Baseline",303,0.326,0.318181818181818
"PE_vs_NP","Baseline",303,0.327,0.318181818181818
"PE_vs_NP","Baseline",303,0.328,0.318181818181818
"PE_vs_NP","Baseline",303,0.329,0.318181818181818
"PE_vs_NP","Baseline",303,0.33,0.318181818181818
"PE_vs_NP","Baseline",303,0.331,0.318181818181818
"PE_vs_NP","Baseline",303,0.332,0.318181818181818
"PE_vs_NP","Baseline",303,0.333,0.318181818181818
"PE_vs_NP","Baseline",303,0.334,0.318181818181818
"PE_vs_NP","Baseline",303,0.335,0.318181818181818
"PE_vs_NP","Baseline",303,0.336,0.318181818181818
"PE_vs_NP","Baseline",303,0.337,0.318181818181818
"PE_vs_NP","Baseline",303,0.338,0.318181818181818
"PE_vs_NP","Baseline",303,0.339,0.318181818181818
"PE_vs_NP","Baseline",303,0.34,0.318181818181818
"PE_vs_NP","Baseline",303,0.341,0.318181818181818
"PE_vs_NP","Baseline",303,0.342,0.318181818181818
"PE_vs_NP","Baseline",303,0.343,0.318181818181818
